,,,,,UKCP09,,,UKCP18,,,Difference,,
2040-2069,temp,dmean,feb,Isle of Man,0.43095627,1.6021352,2.8487003,-0.027555682,1.401054,2.8952146,-0.458511952,-0.2010812,0.0465143
2040-2069,temp,dmean,feb,London,0.93760836,2.1791058,3.5488436,0.045279246,1.6661025,3.4212294,-0.892329114,-0.5130033,-0.1276142
2040-2069,temp,dmean,feb,North East England,0.50024736,1.8276008,3.2413058,-0.02407395,1.5426909,3.221695,-0.52432131,-0.2849099,-0.0196108
2040-2069,temp,dmean,feb,North West England,0.48807976,1.7977585,3.19224,-0.020781163,1.585104,3.26671,-0.508860923,-0.2126545,0.07447
2040-2069,temp,dmean,feb,Northern Ireland,0.62538,1.611586,2.733436,-0.02211146,1.4414957,2.977268,-0.64749146,-0.1700903,0.243832
2040-2069,temp,dmean,feb,Northern Scotland,0.29256758,1.580858,3.0002515,-0.101722516,1.5191883,3.2028835,-0.394290096,-0.0616697,0.202632
2040-2069,temp,dmean,feb,South East England,0.9343784,2.1745477,3.5425541,0.043434042,1.6616397,3.4151142,-0.890944358,-0.512908,-0.1274399
2040-2069,temp,dmean,feb,South West England,0.7761238,1.9344705,3.2261658,0.034707807,1.5950891,3.2851295,-0.741415993,-0.3393814,0.0589637
2040-2069,temp,dmean,feb,Wales,0.7704478,1.9142014,3.190402,-0.012906555,1.534794,3.2011085,-0.783354355,-0.3794074,0.0107065
2040-2069,temp,dmean,feb,West Midlands,0.79186463,1.9576777,3.2597425,0.022699002,1.6029053,3.3058941,-0.769165628,-0.3547724,0.0461516
2040-2069,temp,dmean,feb,Western Scotland,0.49686548,1.8205153,3.2301276,-0.058949735,1.5379695,3.2045782,-0.555815215,-0.2825458,-0.0255494
2040-2069,temp,dmean,feb,Yorkshire and Humberside,0.89288825,2.105169,3.4392464,-0.014950817,1.5698192,3.2683165,-0.907839067,-0.5353498,-0.1709299
2040-2069,temp,dmin,feb,Channel Islands,0.37772116,1.7279689,3.2359333,-0.052031696,1.797487,3.8655446,-0.429752856,0.0695181,0.6296113
2040-2069,temp,dmin,feb,East Midlands,0.5805509,1.9838471,3.684445,-0.09496289,1.7127182,3.719984,-0.67551379,-0.2711289,0.035539
2040-2069,temp,dmin,feb,East of England,0.61718816,2.0298173,3.765221,-0.09737904,1.7697021,3.848776,-0.7145672,-0.2601152,0.083555
2040-2069,temp,dmin,feb,Eastern Scotland,-0.16086625,1.3385699,2.897563,-0.20522274,1.536723,3.475451,-0.04435649,0.1981531,0.577888
2040-2069,temp,dmin,feb,Isle of Man,0.27694407,1.6125352,3.114687,-0.18873684,1.3670148,3.090643,-0.46568091,-0.2455204,-0.024044
2040-2069,temp,dmin,feb,London,0.6144497,2.0782473,3.847625,-0.089433916,1.8063154,3.9099615,-0.703883616,-0.2719319,0.0623365
2040-2069,temp,dmin,feb,North East England,0.29523566,1.7367051,3.3478675,-0.14083162,1.6169062,3.5792708,-0.43606728,-0.1197989,0.2314033
2040-2069,temp,dmin,feb,North West England,0.30109954,1.7224793,3.3056283,-0.20094372,1.5047978,3.3825293,-0.50204326,-0.2176815,0.076901
2040-2069,temp,dmin,feb,Northern Ireland,0.510153,1.6134093,2.895371,-0.19011316,1.367256,3.0953753,-0.70026616,-0.2461533,0.2000043
2040-2069,temp,dmin,feb,Northern Scotland,-0.1632092,1.3383852,2.906806,-0.2921016,1.447579,3.3848202,-0.1288924,0.1091938,0.4780142
2040-2069,temp,dmin,feb,South East England,0.62819785,2.0857825,3.8693452,-0.08749565,1.8153747,3.9240067,-0.7156935,-0.2704078,0.0546615
2040-2069,temp,dmin,feb,South West England,0.37950704,1.774342,3.3197699,-0.07023713,1.7697047,3.803879,-0.44974417,-0.0046373,0.4841091
2040-2069,temp,dmin,feb,Wales,0.36124605,1.7227063,3.223663,-0.3187713,1.4231298,3.307888,-0.68001735,-0.2995765,0.084225
2040-2069,temp,dmin,feb,West Midlands,0.38989595,1.7329586,3.2356565,-0.078493394,1.7256954,3.7234082,-0.468389344,-0.0072632,0.4877517
2040-2069,temp,dmin,feb,Western Scotland,0.30321065,1.7720816,3.416049,-0.22543935,1.4812324,3.3803296,-0.52865,-0.2908492,-0.0357194
2040-2069,temp,dmin,feb,Yorkshire and Humberside,0.5366465,1.9572489,3.637904,-0.12176972,1.6610668,3.6452746,-0.65841622,-0.2961821,0.0073706
2040-2069,precip,dmean,feb,Channel Islands,-1.9905125,19.324162,47.8449,-16.479006,10.940082,45.88658,-14.4884935,-8.38408,-1.95832
2040-2069,precip,dmean,feb,East Midlands,-1.5506047,15.543194,37.571968,-12.550046,10.972576,40.065453,-10.9994413,-4.570618,2.493485
2040-2069,precip,dmean,feb,East of England,-2.0121682,17.697712,43.659817,-14.457916,9.478421,39.601242,-12.4457478,-8.219291,-4.058575
2040-2069,precip,dmean,feb,Eastern Scotland,-4.3626547,9.779792,27.2961,-2.043936,17.983503,42.323063,2.3187187,8.203711,15.026963
2040-2069,precip,dmean,feb,Isle of Man,-5.221309,14.416087,41.199623,-9.797751,15.773163,48.878002,-4.576442,1.357076,7.678379
2040-2069,precip,dmean,feb,London,-3.3202195,17.559347,45.129818,-14.945288,10.116342,41.763798,-11.6250685,-7.443005,-3.36602
2040-2069,precip,dmean,feb,North East England,-3.0673237,10.665097,27.492907,-8.438258,15.987786,47.01257,-5.3709343,5.322689,19.519663
2040-2069,precip,dmean,feb,North West England,-4.0743456,12.202192,33.81155,-9.017676,15.80444,48.531033,-4.9433304,3.602248,14.719483
2040-2069,precip,dmean,feb,Northern Ireland,-4.2925167,10.495701,29.613081,-8.098349,10.09697,33.62069,-3.8058323,-0.398731,4.007609
2040-2069,precip,dmean,feb,Northern Scotland,-1.1169202,12.7290745,30.899645,-10.735499,10.637048,38.253082,-9.6185788,-2.0920265,7.353437
2040-2069,precip,dmean,feb,South East England,-2.5551853,20.072794,50.612415,-17.196629,10.250176,45.147938,-14.6414437,-9.822618,-5.464477
2040-2069,precip,dmean,feb,South West England,-3.305427,17.150002,44.770435,-17.03968,12.268082,48.404606,-13.734253,-4.88192,3.634171
2040-2069,precip,dmean,feb,Wales,-4.2710776,12.700593,35.370144,-13.84572,11.035809,41.25083,-9.5746424,-1.664784,5.880686
2040-2069,precip,dmean,feb,West Midlands,-3.0669081,14.103686,36.509777,-13.470934,11.241642,42.085037,-10.4040259,-2.862044,5.57526
2040-2069,precip,dmean,feb,Western Scotland,0.1545936,18.122837,43.252007,-11.305365,14.1146145,47.26599,-11.4599586,-4.0082225,4.013983
2040-2069,precip,dmean,feb,Yorkshire and Humberside,-1.7216704,11.279887,27.297459,-10.187454,10.427405,34.76712,-8.4657836,-0.852482,7.469661
2050-2079,temp,dmax,feb,Channel Islands,0.68056405,1.8509653,3.3037226,0.1171011,1.691265,3.3239446,-0.56346295,-0.1597003,0.020222
2050-2079,temp,dmax,feb,East Midlands,0.8333767,2.2482147,3.9565215,0.11456585,1.7948537,3.5329933,-0.71881085,-0.453361,-0.4235282
2050-2079,temp,dmax,feb,East of England,0.8398302,2.2449622,3.979105,0.14632402,1.8379236,3.5999007,-0.69350618,-0.4070386,-0.3792043
2050-2079,temp,dmax,feb,Eastern Scotland,-0.2132938,1.3977965,3.090297,0.007920386,1.6440587,3.4267802,0.221214186,0.2462622,0.3364832
2050-2079,temp,dmax,feb,Isle of Man,0.3396243,1.5802159,3.0725455,0.019572437,1.4390975,2.9032884,-0.320051863,-0.1411184,-0.1692571
2050-2079,temp,dmax,feb,London,0.8479635,2.2806542,4.0314784,0.12835477,1.8321723,3.610301,-0.71960873,-0.4484819,-0.4211774
2050-2079,temp,dmax,feb,North East England,0.43607348,1.9356182,3.7421086,0.053621314,1.745573,3.4915845,-0.382452166,-0.1900452,-0.2505241
2050-2079,temp,dmax,feb,North West England,0.41150787,1.853406,3.6079485,0.038184635,1.6900517,3.3945427,-0.373323235,-0.1633543,-0.2134058
2050-2079,temp,dmax,feb,Northern Ireland,0.66695714,1.9528551,3.4240618,0.0490633,1.5487641,3.086756,-0.61789384,-0.404091,-0.3373058
2050-2079,temp,dmax,feb,Northern Scotland,-0.20341729,1.3079972,2.9026473,-0.05517484,1.5135515,3.2192898,0.14824245,0.2055543,0.3166425
2050-2079,temp,dmax,feb,South East England,0.82152647,2.250741,3.9653022,0.12284124,1.8130081,3.57579,-0.69868523,-0.4377329,-0.3895122
2050-2079,temp,dmax,feb,South West England,0.68940276,1.97988,3.5657926,0.10460132,1.7200027,3.401679,-0.58480144,-0.2598773,-0.1641136
2050-2079,temp,dmax,feb,Wales,0.70819044,2.0078425,3.5975192,0.07660426,1.6924422,3.3626142,-0.63158618,-0.3154003,-0.234905
2050-2079,temp,dmax,feb,West Midlands,0.72443175,2.0696075,3.7295995,0.10682602,1.77075,3.4861748,-0.61760573,-0.2988575,-0.2434247
2050-2079,temp,dmax,feb,Western Scotland,0.40380955,1.8581924,3.6206617,0.009334816,1.6458762,3.3263655,-0.394474734,-0.2123162,-0.2942962
2050-2079,temp,dmax,feb,Yorkshire and Humberside,0.8487823,2.2779896,4.039728,0.072670266,1.7704525,3.5217454,-0.776112034,-0.5075371,-0.5179826
2050-2079,temp,dmean,feb,Channel Islands,0.92720944,2.1567752,3.537927,0.16494839,1.9255188,3.819258,-0.76226105,-0.2312564,0.281331
2050-2079,temp,dmean,feb,East Midlands,1.1410992,2.4601986,3.9311125,0.14235349,1.9421837,3.9006622,-0.99874571,-0.5180149,-0.0304503
2050-2079,temp,dmean,feb,East of England,1.163052,2.5022724,3.9963343,0.17345445,2.0033872,4.0024447,-0.98959755,-0.4988852,0.0061104
2050-2079,temp,dmean,feb,Eastern Scotland,0.28831348,1.7757193,3.430293,0.08869005,1.9811463,3.9414694,-0.19962343,0.205427,0.5111764
2050-2079,temp,dmean,feb,Isle of Man,0.52708703,1.8228358,3.2121577,0.098842785,1.7200489,3.4123745,-0.428244245,-0.1027869,0.2002168
2050-2079,temp,dmean,feb,London,1.1852132,2.5451477,4.062989,0.176907,2.016738,4.0286384,-1.0083062,-0.5284097,-0.0343506
2050-2079,temp,dmean,feb,North East England,0.6091752,2.0794039,3.65683,0.095714055,1.8661978,3.791356,-0.513461145,-0.2132061,0.134526
2050-2079,temp,dmean,feb,North West England,0.59551585,2.0454285,3.6005454,0.10862276,1.9338472,3.8379586,-0.48689309,-0.1115813,0.2374132
2050-2079,temp,dmean,feb,Northern Ireland,0.79567003,1.8856446,3.1413982,0.11199406,1.7938627,3.5373092,-0.68367597,-0.0917819,0.395911
2050-2079,temp,dmean,feb,Northern Scotland,0.27341256,1.712812,3.3126342,0.007817243,1.8643119,3.7849402,-0.265595317,0.1514999,0.472306
2050-2079,temp,dmean,feb,South East England,1.181444,2.5398126,4.0555177,0.17133589,2.0097244,4.0180755,-1.01010811,-0.5300882,-0.0374422
2050-2079,temp,dmean,feb,South West England,1.0002595,2.270002,3.7035642,0.1589048,1.9273485,3.853974,-0.8413547,-0.3426535,0.1504098
2050-2079,temp,dmean,feb,Wales,0.99189025,2.2462409,3.6630168,0.11481362,1.8532401,3.752735,-0.87707663,-0.3930008,0.0897182
2050-2079,temp,dmean,feb,West Midlands,1.0178329,2.2972972,3.7434433,0.14549325,1.925041,3.8665593,-0.87233965,-0.3722562,0.123116
2050-2079,temp,dmean,feb,Western Scotland,0.6054719,2.0713348,3.6438837,0.07070574,1.8972789,3.7940748,-0.53476616,-0.1740559,0.1501911
2050-2079,temp,dmean,feb,Yorkshire and Humberside,1.132923,2.4586914,3.9349842,0.107184626,1.8983634,3.842922,-1.025738374,-0.560328,-0.0920622
2050-2079,temp,dmin,feb,Channel Islands,0.54889846,2.0133836,3.6789293,0.0400258,2.16753,4.563735,-0.50887266,0.1541464,0.8848057
2050-2079,temp,dmin,feb,East Midlands,0.7419943,2.2974179,4.18143,0.011377319,2.0682995,4.3720284,-0.730616981,-0.2291184,0.1905984
2050-2079,temp,dmin,feb,East of England,0.80125976,2.3712435,4.315507,0.008105958,2.143237,4.533747,-0.793153802,-0.2280065,0.21824
2050-2079,temp,dmin,feb,Eastern Scotland,-0.28448159,1.4194725,3.199772,-0.103083946,1.8481247,4.059304,0.181397644,0.4286522,0.859532
2050-2079,temp,dmin,feb,Isle of Man,0.35899317,1.8342588,3.502569,-0.075222254,1.6725295,3.6426616,-0.434215424,-0.1617293,0.1400926
2050-2079,temp,dmin,feb,London,0.8081749,2.4214554,4.394415,0.015251864,2.179696,4.5950704,-0.792923036,-0.2417594,0.2006554
2050-2079,temp,dmin,feb,North East England,0.39538714,1.966991,3.7555733,-0.042949542,1.95955,4.2116194,-0.438336682,-0.007441,0.4560461
2050-2079,temp,dmin,feb,North West England,0.37571603,1.9383252,3.736359,-0.0906689,1.8223273,3.9714544,-0.46638493,-0.1159979,0.2350954
2050-2079,temp,dmin,feb,Northern Ireland,0.63394743,1.8863792,3.3536346,-0.06241157,1.6865518,3.6604881,-0.696359,-0.1998274,0.3068535
2050-2079,temp,dmin,feb,Northern Scotland,-0.28047583,1.4163351,3.1926098,-0.19431823,1.7522055,3.9708703,0.0861576,0.3358704,0.7782605
2050-2079,temp,dmin,feb,South East England,0.82520866,2.4370255,4.4443293,0.014197494,2.188405,4.611432,-0.811011166,-0.2486205,0.1671027
2050-2079,temp,dmin,feb,South West England,0.5468115,2.0562654,3.7698293,0.032593742,2.1232498,4.458794,-0.514217758,0.0669844,0.6889647
2050-2079,temp,dmin,feb,Wales,0.51261026,2.0018272,3.6710165,-0.24024162,1.7293499,3.8816276,-0.75285188,-0.2724773,0.2106111
2050-2079,temp,dmin,feb,West Midlands,0.528749,2.004384,3.7056177,0.013716252,2.0634227,4.352609,-0.515032748,0.0590387,0.6469913
2050-2079,temp,dmin,feb,Western Scotland,0.39544663,1.9937971,3.8516312,-0.11087645,1.8107218,3.9878664,-0.50632308,-0.1830753,0.1362352
2050-2079,temp,dmin,feb,Yorkshire and Humberside,0.7286688,2.2749696,4.157564,-0.022013392,2.0049894,4.283071,-0.750682192,-0.2699802,0.125507
2050-2079,precip,dmean,feb,Channel Islands,0.126252,24.403378,58.077496,-16.388819,13.364598,52.873257,-16.515071,-11.03878,-5.204239
2050-2079,precip,dmean,feb,East Midlands,0.1778104,19.550827,45.320946,-12.423023,12.791121,45.377254,-12.6008334,-6.759706,0.056308
2050-2079,precip,dmean,feb,East of England,-0.04718247,22.308657,52.78256,-14.942747,11.088565,44.65103,-14.89556453,-11.220092,-8.13153
2050-2079,precip,dmean,feb,Eastern Scotland,-3.0151074,12.951786,33.315548,-3.1663609,19.101454,46.775196,-0.1512535,6.149668,13.459648
2050-2079,precip,dmean,feb,Isle of Man,-2.7322218,20.06259,52.3113,-9.372861,20.201044,58.951992,-6.6406392,0.138454,6.640692
2050-2079,precip,dmean,feb,London,-1.2970728,22.115757,54.108006,-16.339241,11.138244,46.235203,-15.0421682,-10.977513,-7.872803
2050-2079,precip,dmean,feb,North East England,-1.7421112,13.324941,32.286232,-8.061108,17.58717,50.632195,-6.3189968,4.262229,18.345963
2050-2079,precip,dmean,feb,North West England,-1.9669524,16.932003,42.822575,-8.567522,18.96437,56.575577,-6.6005696,2.032367,13.753002
2050-2079,precip,dmean,feb,Northern Ireland,-2.3969615,14.500665,37.039062,-7.7385,13.037739,40.20395,-5.3415385,-1.462926,3.164888
2050-2079,precip,dmean,feb,Northern Scotland,0.7965694,16.756735,38.363106,-10.332782,14.454908,46.258427,-11.1293514,-2.301827,7.895321
2050-2079,precip,dmean,feb,South East England,-0.3346178,25.362103,61.348885,-18.253382,12.292749,51.366966,-17.9187642,-13.069354,-9.981919
2050-2079,precip,dmean,feb,South West England,-1.4092782,23.04264,57.224754,-17.12299,15.598024,58.31855,-15.7137118,-7.444616,1.093796
2050-2079,precip,dmean,feb,Wales,-2.080637,17.63689,44.8441,-14.399031,13.100465,48.01333,-12.318394,-4.536425,3.16923
2050-2079,precip,dmean,feb,West Midlands,-1.4503598,18.859224,46.186996,-14.226811,13.552459,49.518715,-12.7764512,-5.306765,3.331719
2050-2079,precip,dmean,feb,Western Scotland,2.682062,24.093178,55.00711,-9.997819,17.730928,55.9002,-12.679881,-6.36225,0.89309
2050-2079,precip,dmean,feb,Yorkshire and Humberside,-0.40218964,14.115801,32.49968,-10.777535,9.490925,36.308517,-10.37534536,-4.624876,3.808837
2060-2089,temp,dmax,feb,Channel Islands,0.76137877,2.0899973,3.7360036,0.2915385,1.9909368,3.799435,-0.46984027,-0.0990605,0.0634314
2060-2089,temp,dmax,feb,East Midlands,0.9302688,2.5216742,4.452983,0.25550985,2.0732608,4.0284395,-0.67475895,-0.4484134,-0.4245435
2060-2089,temp,dmax,feb,East of England,0.9394625,2.5235612,4.4835296,0.28859764,2.1168487,4.0973024,-0.65086486,-0.4067125,-0.3862272
2060-2089,temp,dmax,feb,Eastern Scotland,-0.2191882,1.5489594,3.3958073,0.15269732,1.9577547,3.9669166,0.37188552,0.4087953,0.5711093
2060-2089,temp,dmax,feb,Isle of Man,0.3607799,1.7338282,3.4263616,0.18999991,1.7305,3.3748727,-0.17077999,-0.0033282,-0.0514889
2060-2089,temp,dmax,feb,London,0.93259007,2.5601964,4.5374017,0.25903103,2.101775,4.101489,-0.67355904,-0.4584214,-0.4359127
2060-2089,temp,dmax,feb,North East England,0.45034078,2.1330476,4.184887,0.2245895,2.073848,4.0413313,-0.22575128,-0.0591996,-0.1435557
2060-2089,temp,dmax,feb,North West England,0.4223807,2.0575166,4.0381165,0.19462113,1.9927897,3.9183037,-0.22775957,-0.0647269,-0.1198128
2060-2089,temp,dmax,feb,Northern Ireland,0.72976077,2.1998372,3.8911808,0.23504588,1.8734196,3.604444,-0.49471489,-0.3264176,-0.2867368
2060-2089,temp,dmax,feb,Northern Scotland,-0.20340768,1.4424076,3.1809807,0.11613812,1.8523209,3.7771273,0.3195458,0.4099133,0.5961466
2060-2089,temp,dmax,feb,South East England,0.92070246,2.528274,4.472332,0.26069617,2.0887852,4.0701623,-0.66000629,-0.4394888,-0.4021697
2060-2089,temp,dmax,feb,South West England,0.77575624,2.2386427,4.010833,0.25817472,2.0072982,3.8953247,-0.51758152,-0.2313445,-0.1155083
2060-2089,temp,dmax,feb,Wales,0.80042505,2.2733107,4.0842476,0.23550333,1.9900846,3.8772352,-0.56492172,-0.2832261,-0.2070124
2060-2089,temp,dmax,feb,West Midlands,0.82863015,2.347732,4.2109566,0.2470145,2.0463407,3.9825253,-0.58161565,-0.3013913,-0.2284313
2060-2089,temp,dmax,feb,Western Scotland,0.4055847,2.0536983,4.0432777,0.1818137,1.9807489,3.887013,-0.223771,-0.0729494,-0.1562647
2060-2089,temp,dmax,feb,Yorkshire and Humberside,0.9416469,2.557691,4.543901,0.22826757,2.0726495,4.044211,-0.71337933,-0.4850415,-0.49969
2060-2089,temp,dmean,feb,Channel Islands,1.1229534,2.4763715,4.0057573,0.26726633,2.2247262,4.4011717,-0.85568707,-0.2516453,0.3954144
2060-2089,temp,dmean,feb,East Midlands,1.3672951,2.809718,4.43013,0.24876584,2.2486439,4.5041533,-1.11852926,-0.5610741,0.0740233
2060-2089,temp,dmean,feb,East of England,1.3927826,2.8577938,4.5040774,0.27054214,2.3088272,4.6130185,-1.12224046,-0.5489666,0.1089411
2060-2089,temp,dmean,feb,Eastern Scotland,0.40691447,1.973838,3.749452,0.20725848,2.3595955,4.618467,-0.19965599,0.3857575,0.869015
2060-2089,temp,dmean,feb,Isle of Man,0.6688659,2.0773003,3.5985477,0.19955498,2.032143,3.9636405,-0.46931092,-0.0451573,0.3650928
2060-2089,temp,dmean,feb,London,1.4185671,2.9067836,4.5796027,0.2522938,2.301656,4.6195993,-1.1662733,-0.6051276,0.0399966
2060-2089,temp,dmean,feb,North East England,0.77006245,2.3697295,4.098253,0.22782876,2.2111013,4.4383435,-0.54223369,-0.1586282,0.3400905
2060-2089,temp,dmean,feb,North West England,0.7542001,2.3309906,4.0344596,0.19843744,2.2561052,4.43118,-0.55576266,-0.0748854,0.3967204
2060-2089,temp,dmean,feb,Northern Ireland,0.92599946,2.1844175,3.622975,0.22371939,2.1284099,4.1295094,-0.70228007,-0.0560076,0.5065344
2060-2089,temp,dmean,feb,Northern Scotland,0.38828677,1.9039106,3.6201386,0.14788789,2.25894,4.475238,-0.24039888,0.3550294,0.8550994
2060-2089,temp,dmean,feb,South East England,1.4144907,2.900678,4.5709515,0.24608985,2.2957554,4.6101704,-1.16840085,-0.6049226,0.0392189
2060-2089,temp,dmean,feb,South West England,1.2044301,2.6066961,4.198193,0.2364561,2.2094824,4.430582,-0.967974,-0.3972137,0.232389
2060-2089,temp,dmean,feb,Wales,1.1937174,2.5794399,4.152658,0.20808615,2.150672,4.337904,-0.98563125,-0.4287679,0.185246
2060-2089,temp,dmean,feb,West Midlands,1.2239115,2.638117,4.244511,0.24013457,2.219,4.449971,-0.98377693,-0.419117,0.20546
2060-2089,temp,dmean,feb,Western Scotland,0.765889,2.360526,4.083488,0.17781326,2.244705,4.4287944,-0.58807574,-0.115821,0.3453064
2060-2089,temp,dmean,feb,Yorkshire and Humberside,1.3598813,2.807925,4.4330835,0.23127203,2.2275064,4.473999,-1.12860927,-0.5804186,0.0409155
2060-2089,temp,dmin,feb,Channel Islands,0.7409474,2.357811,4.210208,0.08379707,2.4419184,5.1319904,-0.65715033,0.0841074,0.9217824
2060-2089,temp,dmin,feb,East Midlands,0.9482956,2.6819396,4.777302,0.07849659,2.3684351,4.9551024,-0.86979901,-0.3135045,0.1778004
2060-2089,temp,dmin,feb,East of England,1.0314444,2.7616234,4.9284835,0.06025997,2.437187,5.1303277,-0.97118443,-0.3244364,0.2018442
2060-2089,temp,dmin,feb,Eastern Scotland,-0.22815077,1.5817746,3.5300584,0.027854145,2.1574101,4.6509366,0.256004915,0.5756355,1.1208782
2060-2089,temp,dmin,feb,Isle of Man,0.46414772,2.1032798,3.9540687,0.041358486,1.9363476,4.1615467,-0.422789234,-0.1669322,0.207478
2060-2089,temp,dmin,feb,London,1.0466902,2.815178,5.0210447,0.035228487,2.4455028,5.1714735,-1.011461713,-0.3696752,0.1504288
2060-2089,temp,dmin,feb,North East England,0.52209693,2.243032,4.239061,0.05377875,2.3031535,4.841083,-0.46831818,0.0601215,0.602022
2060-2089,temp,dmin,feb,North West England,0.4958658,2.2318168,4.213402,0.02491389,2.1008787,4.525475,-0.47095191,-0.1309381,0.312073
2060-2089,temp,dmin,feb,Northern Ireland,0.7638773,2.2319021,3.91467,0.06947478,1.9801935,4.209633,-0.69440252,-0.2517086,0.294963
2060-2089,temp,dmin,feb,Northern Scotland,-0.264804,1.5798632,3.4932334,-0.041983575,2.0900776,4.5881395,0.222820425,0.5102144,1.0949061
2060-2089,temp,dmin,feb,South East England,1.0535717,2.8376608,5.064492,0.036067955,2.4577014,5.191477,-1.017503745,-0.3799594,0.126985
